,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
212,WUS-Women US A,2024,Red Stars,Ally Schlegel,USA,"MF,FW",23,2000,14.2,7,19,8,42.1,1.33,0.56,0.32,0.75,14.8,0,1,1,4.7,4.0,0.21,2.3,2.0,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,261,387,67.4,3713,863,157,214,73.4,78,108,72.2,12,27,44.4,0,1.6,0.6,-1.6,15,24,5,1,37,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,387,361,26,0,1,2,4,0,0,0,0,0,261,0,7,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,28,1.97,21,0,3,3,0,1,3,0.21,1,0,2,0,0,0,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,23,14,3,14,6,6,14,42.9,8,18,1,17,9,32,17,0,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,530,22,84,310,144,37,529,15,10,66.7,5,33.3,213,916,282,8,10,5,32,22,310,32,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.2,0,0,0,15,11,1,4,9,14,0,0,0,54,54,55,49.5,WUS-Women US A,2024,USA,"MF,FW",23,2000,22,1281,58,54.7,14.2,19,64,1,3,23,1,1.22,19,18,1,0.07,0.75,18.0,21.5,-3.5,-0.25,0.73
213,WUS-Women US A,2024,Red Stars,Alyssa Naeher,USA,GK,35,1988,23.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,GK,35,1988,23.7,637,859,74.2,17169,12743,71,72,98.6,359,375,95.7,206,408,50.5,0,0.0,0.0,0.0,0,2,0,0,1,WUS-Women US A,2024,USA,GK,35,1988,23.7,859,540,317,66,0,0,0,0,0,0,0,0,637,2,0,WUS-Women US A,2024,USA,GK,35,1988,23.7,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,GK,35,1988,23.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,4,WUS-Women US A,2024,USA,GK,35,1988,23.7,904,826,897,6,2,0,904,0,0,,0,,464,2257,1441,0,1,1,0,0,326,1,WUS-Women US A,2024,USA,GK,35,1988,23.7,0,0,0,0,3,0,0,0,0,0,0,0,21,2,0,100.0,WUS-Women US A,2024,USA,GK,35,1988,24,2131,89,91.1,23.7,24,89,23,0,,0,1.28,29,34,-5,-0.21,0.65,26.2,40.8,-14.6,-0.62,-0.42
214,WUS-Women US A,2024,Red Stars,Ava Cook,USA,FW,23,2000,1.1,1,3,2,66.7,2.78,1.86,0.33,0.5,13.3,0,0,0,0.4,0.4,0.14,0.6,0.6,WUS-Women US A,2024,USA,FW,23,2000,1.1,6,16,37.5,82,43,4,9,44.4,2,5,40.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,WUS-Women US A,2024,USA,FW,23,2000,1.1,16,16,0,0,0,0,0,0,0,0,0,0,6,0,1,WUS-Women US A,2024,USA,FW,23,2000,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,FW,23,2000,1.1,3,2,0,2,1,3,3,100.0,0,2,0,2,1,4,3,0,WUS-Women US A,2024,USA,FW,23,2000,1.1,31,2,8,17,7,4,31,4,2,50.0,2,50.0,11,52,21,1,1,0,0,0,9,2,WUS-Women US A,2024,USA,FW,23,2000,1.1,1,0,0,3,1,0,0,1,2,0,0,0,5,2,4,33.3,WUS-Women US A,2024,USA,FW,23,2000,3,97,32,4.1,1.1,0,,0,3,32,1,2.0,2,1,1,0.93,1.25,0.9,0.9,-0.1,-0.06,0.54
215,WUS-Women US A,2024,Red Stars,Bea Franklin,,MF,,,12.3,1,5,1,20.0,0.41,0.08,0.2,1.0,7.2,0,0,0,1.1,1.1,0.23,-0.1,-0.1,WUS-Women US A,2024,,MF,,,12.3,284,414,68.6,4734,1497,123,171,71.9,125,171,73.1,23,40,57.5,0,0.4,0.3,-0.4,4,32,3,2,25,WUS-Women US A,2024,,MF,,,12.3,414,410,2,1,0,0,4,1,0,0,0,0,284,2,10,WUS-Women US A,2024,,MF,,,12.3,10,0.81,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,WUS-Women US A,2024,,MF,,,12.3,31,22,17,13,1,14,26,53.8,12,20,12,8,20,51,25,0,WUS-Women US A,2024,,MF,,,12.3,561,49,192,318,54,9,561,6,2,33.3,4,66.7,227,791,330,3,3,0,13,5,290,6,WUS-Women US A,2024,,MF,,,12.3,2,0,0,15,9,0,4,20,22,0,0,0,53,47,41,53.4,WUS-Women US A,2024,,MF,,,16,1110,69,47.4,12.3,12,87,9,4,16,6,1.0,13,17,-4,-0.32,-0.1,13.3,25.0,-11.7,-0.95,-0.71
216,WUS-Women US A,2024,Red Stars,Camryn Biegalski,USA,DF,25,1998,4.2,0,3,0,0.0,0.72,0.0,0.0,,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,WUS-Women US A,2024,USA,DF,25,1998,4.2,115,181,63.5,1849,907,59,74,79.7,48,71,67.6,7,23,30.4,0,0.0,0.0,0.0,1,10,1,0,11,WUS-Women US A,2024,USA,DF,25,1998,4.2,181,141,38,3,0,0,1,35,0,0,0,0,115,2,7,WUS-Women US A,2024,USA,DF,25,1998,4.2,2,0.48,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,25,1998,4.2,12,7,11,1,0,5,9,55.6,4,8,2,6,7,19,21,0,WUS-Women US A,2024,USA,DF,25,1998,4.2,251,30,115,99,37,1,251,17,10,58.8,7,41.2,117,636,225,3,5,1,5,4,113,7,WUS-Women US A,2024,USA,DF,25,1998,4.2,0,0,0,4,0,0,1,7,7,0,0,0,23,0,5,0.0,WUS-Women US A,2024,USA,DF,25,1998,7,377,54,16.1,4.2,3,84,2,4,32,8,0.38,3,8,-5,-1.19,-1.1,5.7,8.8,-3.2,-0.75,-0.21
217,WUS-Women US A,2024,Red Stars,Cari Roccaro,USA,"MF,DF",29,1994,25.9,0,8,1,12.5,0.31,0.04,0.0,0.0,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,717,908,79.0,13270,4304,267,305,87.5,379,428,88.6,65,152,42.8,0,0.7,0.3,-0.7,9,49,2,0,46,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,908,893,14,13,0,2,1,0,0,0,0,0,717,1,9,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,20,0.77,19,0,1,0,0,0,3,0.12,3,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,30,20,15,15,0,10,21,47.6,11,33,20,13,24,54,70,0,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,1116,127,519,533,76,2,1116,13,7,53.8,6,46.2,577,2874,1166,6,7,1,12,14,645,7,WUS-Women US A,2024,USA,"MF,DF",29,1994,25.9,3,0,0,14,22,0,1,24,20,0,1,1,154,13,10,56.5,WUS-Women US A,2024,USA,"MF,DF",29,1994,26,2330,90,99.6,25.9,26,90,25,0,,0,1.19,31,38,-7,-0.27,-0.27,29.6,44.9,-15.3,-0.59,-2.94
218,WUS-Women US A,2024,Red Stars,Chardonnay Curran,USA,"FW,DF",24,1999,2.7,0,5,1,20.0,1.87,0.37,0.0,0.0,10.5,0,0,0,1.0,1.0,0.21,-1.0,-1.0,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,71,99,71.7,1181,355,33,43,76.7,33,48,68.8,5,7,71.4,0,0.1,0.3,-0.1,1,5,2,1,6,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,99,81,18,0,1,0,5,18,0,0,0,0,71,0,2,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,7,2.61,5,0,0,0,1,1,1,0.37,1,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,6,4,4,1,1,3,3,100.0,0,6,0,6,3,9,10,0,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,148,11,44,62,44,7,148,8,1,12.5,7,87.5,74,341,107,2,1,2,7,8,84,11,WUS-Women US A,2024,USA,"FW,DF",24,1999,2.7,1,0,0,1,5,1,5,3,4,0,0,0,11,4,2,66.7,WUS-Women US A,2024,USA,"FW,DF",24,1999,11,241,22,10.3,2.7,0,,0,11,22,4,0.91,5,5,0,0.0,0.3,4.8,5.0,-0.2,-0.06,0.57
219,WUS-Women US A,2024,Red Stars,Hannah Anderson,,DF,,,15.1,0,2,0,0.0,0.13,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,WUS-Women US A,2024,,DF,,,15.1,505,668,75.6,10695,3996,129,157,82.2,306,356,86.0,66,140,47.1,1,1.0,0.5,0.0,6,31,3,1,23,WUS-Women US A,2024,,DF,,,15.1,668,638,29,28,0,4,2,1,0,0,0,0,505,1,7,WUS-Women US A,2024,,DF,,,15.1,10,0.66,10,0,0,0,0,0,2,0.13,2,0,0,0,0,0,WUS-Women US A,2024,,DF,,,15.1,13,9,8,5,0,5,12,41.7,7,20,13,7,11,24,82,1,WUS-Women US A,2024,,DF,,,15.1,822,166,543,258,26,15,822,3,1,33.3,2,66.7,463,2299,1392,5,2,0,12,3,532,0,WUS-Women US A,2024,,DF,,,15.1,3,0,0,6,4,2,2,11,9,0,0,0,53,19,13,59.4,WUS-Women US A,2024,,DF,,,16,1360,85,58.1,15.1,15,90,15,1,10,10,0.94,16,23,-7,-0.46,-0.46,15.3,29.1,-13.9,-0.92,-0.81
220,WUS-Women US A,2024,Red Stars,Jameese Joseph,,"FW,MF",,,11.5,2,25,10,40.0,2.17,0.87,0.08,0.2,16.0,0,0,0,2.5,2.5,0.1,-0.5,-0.5,WUS-Women US A,2024,,"FW,MF",,,11.5,153,219,69.9,2138,573,95,122,77.9,44,61,72.1,8,15,53.3,2,1.5,0.6,0.5,9,13,6,2,20,WUS-Women US A,2024,,"FW,MF",,,11.5,219,207,10,0,1,0,8,4,0,0,0,0,153,2,12,WUS-Women US A,2024,,"FW,MF",,,11.5,20,1.73,11,0,3,4,0,2,6,0.52,2,0,1,2,0,1,WUS-Women US A,2024,,"FW,MF",,,11.5,26,16,9,9,8,8,16,50.0,8,13,0,13,4,30,1,0,WUS-Women US A,2024,,"FW,MF",,,11.5,382,1,53,161,180,46,382,31,11,35.5,18,58.1,240,1899,938,33,20,17,46,37,247,54,WUS-Women US A,2024,,"FW,MF",,,11.5,1,0,0,22,10,6,8,4,16,0,0,0,53,6,15,28.6,WUS-Women US A,2024,,"FW,MF",,,23,1038,45,44.4,11.5,9,71,0,14,29,1,1.08,14,15,-1,-0.09,0.33,14.3,16.9,-2.6,-0.22,0.64
221,WUS-Women US A,2024,Red Stars,Jenna Bike,USA,"FW,MF",25,1998,14.8,1,17,4,23.5,1.15,0.27,0.06,0.25,15.3,0,0,0,2.0,2.0,0.11,-1.0,-1.0,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,224,355,63.1,3397,877,121,168,72.0,79,117,67.5,15,45,33.3,2,0.6,0.5,1.4,7,10,6,3,15,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,355,334,20,0,0,1,21,13,7,4,1,0,224,1,11,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,20,1.35,10,4,1,0,4,1,4,0.27,2,1,0,0,1,0,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,19,11,7,7,5,6,12,50.0,6,10,2,8,15,34,24,1,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,525,26,142,234,158,38,525,43,16,37.2,23,53.5,280,1814,829,25,16,10,28,13,296,61,WUS-Women US A,2024,USA,"FW,MF",25,1998,14.8,4,0,0,20,24,5,21,15,11,1,0,0,68,13,17,43.3,WUS-Women US A,2024,USA,"FW,MF",25,1998,23,1329,58,56.8,14.8,15,75,5,8,25,3,1.29,15,22,-7,-0.47,-0.47,14.5,24.8,-10.3,-0.7,-0.28
222,WUS-Women US A,2024,Red Stars,Julia Bianchi,BRA,MF,26,1997,8.7,1,3,1,33.3,0.34,0.11,0.33,1.0,16.7,1,0,0,0.3,0.3,0.09,0.7,0.7,WUS-Women US A,2024,BRA,MF,26,1997,8.7,233,328,71.0,3832,1306,118,147,80.3,86,122,70.5,23,33,69.7,0,0.8,1.1,-0.8,6,29,6,1,38,WUS-Women US A,2024,BRA,MF,26,1997,8.7,328,318,6,2,1,1,7,0,2,0,2,0,233,4,10,WUS-Women US A,2024,BRA,MF,26,1997,8.7,12,1.38,10,1,0,0,0,1,1,0.11,1,0,0,0,0,0,WUS-Women US A,2024,BRA,MF,26,1997,8.7,32,20,11,20,1,11,24,45.8,13,14,3,11,8,40,12,0,WUS-Women US A,2024,BRA,MF,26,1997,8.7,446,16,95,271,86,7,446,19,3,15.8,14,73.7,208,820,287,6,9,1,17,7,248,16,WUS-Women US A,2024,BRA,MF,26,1997,8.7,2,0,0,15,11,0,7,8,20,0,0,0,61,15,18,45.5,WUS-Women US A,2024,BRA,MF,26,1997,17,785,46,33.5,8.7,9,70,2,8,19,8,1.06,9,13,-4,-0.46,-0.28,8.7,12.5,-3.9,-0.44,0.21
223,WUS-Women US A,2024,Red Stars,Julia Grosso,CAN,MF,23,2000,9.5,0,6,0,0.0,0.63,0.0,0.0,,24.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,WUS-Women US A,2024,CAN,MF,23,2000,9.5,301,352,85.5,4632,1170,160,174,92.0,114,127,89.8,17,33,51.5,0,0.3,0.7,-0.3,3,13,2,1,22,WUS-Women US A,2024,CAN,MF,23,2000,9.5,352,315,36,11,1,0,17,5,17,11,1,0,301,1,5,WUS-Women US A,2024,CAN,MF,23,2000,9.5,10,1.06,7,3,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,CAN,MF,23,2000,9.5,17,7,5,7,5,5,11,45.5,6,6,3,3,7,24,6,0,WUS-Women US A,2024,CAN,MF,23,2000,9.5,402,13,109,185,114,5,402,9,4,44.4,5,55.6,224,1125,443,7,9,2,4,8,262,10,WUS-Women US A,2024,CAN,MF,23,2000,9.5,0,0,0,1,5,1,17,7,7,0,0,0,36,6,6,50.0,WUS-Women US A,2024,CAN,MF,23,2000,10,852,85,36.4,9.5,10,85,4,0,,0,0.82,8,14,-6,-0.63,-0.57,9.7,17.7,-8.0,-0.85,-0.43
224,WUS-Women US A,2024,Red Stars,Leilanni Nesbeth,BER,MF,22,2001,10.7,1,10,2,20.0,0.94,0.19,0.1,0.5,25.1,0,0,0,0.6,0.6,0.06,0.4,0.4,WUS-Women US A,2024,BER,MF,22,2001,10.7,210,340,61.8,3582,1220,100,143,69.9,82,124,66.1,21,45,46.7,1,0.3,0.2,0.7,4,15,7,2,23,WUS-Women US A,2024,BER,MF,22,2001,10.7,340,330,9,1,0,0,5,7,0,0,0,0,210,1,10,WUS-Women US A,2024,BER,MF,22,2001,10.7,10,0.94,10,0,0,0,0,0,1,0.09,1,0,0,0,0,0,WUS-Women US A,2024,BER,MF,22,2001,10.7,23,14,10,9,4,4,23,17.4,19,16,4,12,21,44,27,0,WUS-Women US A,2024,BER,MF,22,2001,10.7,476,38,157,238,83,7,476,9,2,22.2,7,77.8,174,631,254,6,3,1,23,10,214,15,WUS-Women US A,2024,BER,MF,22,2001,10.7,2,0,0,16,8,1,5,21,14,0,0,0,57,14,19,42.4,WUS-Women US A,2024,BER,MF,22,2001,18,961,53,41.1,10.7,10,82,3,8,18,6,1.16,15,16,-1,-0.09,0.3,12.5,20.3,-7.8,-0.73,-0.26
225,WUS-Women US A,2024,Red Stars,Ludmila,BRA,FW,29,1994,5.9,3,12,3,25.0,2.04,0.51,0.25,1.0,14.3,0,0,0,1.1,1.1,0.09,1.9,1.9,WUS-Women US A,2024,BRA,FW,29,1994,5.9,62,106,58.5,899,378,37,53,69.8,20,35,57.1,3,10,30.0,0,1.2,0.7,-1.2,5,8,3,1,12,WUS-Women US A,2024,BRA,FW,29,1994,5.9,106,105,0,0,0,2,12,0,0,0,0,0,62,1,5,WUS-Women US A,2024,BRA,FW,29,1994,5.9,12,2.04,7,0,2,1,2,0,1,0.17,0,0,0,0,1,0,WUS-Women US A,2024,BRA,FW,29,1994,5.9,20,14,5,12,3,6,10,60.0,4,7,0,7,6,26,5,0,WUS-Women US A,2024,BRA,FW,29,1994,5.9,206,5,46,79,87,28,206,24,7,29.2,17,70.8,119,900,390,17,11,11,23,13,142,37,WUS-Women US A,2024,BRA,FW,29,1994,5.9,0,1,0,11,10,3,12,6,14,2,0,0,23,8,6,57.1,WUS-Women US A,2024,BRA,FW,29,1994,7,529,76,22.6,5.9,6,84,2,1,24,0,1.29,5,6,-1,-0.17,0.13,6.9,10.5,-3.6,-0.61,-0.05
226,WUS-Women US A,2024,Red Stars,Mackenzie Wood,USA,GK,23,2000,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,GK,23,2000,2.3,51,74,68.9,1587,1123,1,1,100.0,29,30,96.7,21,43,48.8,0,0.0,0.0,0.0,0,0,0,0,0,WUS-Women US A,2024,USA,GK,23,2000,2.3,74,33,41,7,0,0,0,0,0,0,0,0,51,0,0,WUS-Women US A,2024,USA,GK,23,2000,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,GK,23,2000,2.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,WUS-Women US A,2024,USA,GK,23,2000,2.3,78,69,78,0,0,0,78,0,0,,0,,30,168,94,0,0,0,0,0,22,0,WUS-Women US A,2024,USA,GK,23,2000,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,WUS-Women US A,2024,USA,GK,23,2000,3,209,70,8.9,2.3,2,90,2,1,29,23,1.0,2,4,-2,-0.86,-0.65,3.7,4.1,-0.5,-0.19,0.42
227,WUS-Women US A,2024,Red Stars,Mallory Swanson,USA,"FW,MF",25,1998,22.5,7,49,29,59.2,2.18,1.29,0.12,0.21,17.0,1,1,3,8.2,5.8,0.12,-1.2,0.2,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,422,624,67.6,7223,1664,210,263,79.8,156,211,73.9,44,92,47.8,4,3.4,3.1,0.6,29,26,11,3,41,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,624,514,107,32,2,3,91,16,45,20,13,0,422,3,35,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,70,3.11,31,20,7,3,6,3,9,0.4,3,3,1,1,1,0,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,34,26,13,14,7,6,8,75.0,2,15,1,14,5,39,7,0,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,874,8,103,334,460,98,871,67,30,44.8,34,50.7,496,4041,2022,78,46,46,74,19,542,119,WUS-Women US A,2024,USA,"FW,MF",25,1998,22.5,0,0,0,28,35,18,91,5,26,0,0,0,101,6,14,30.0,WUS-Women US A,2024,USA,"FW,MF",25,1998,24,2024,84,86.5,22.5,24,84,16,0,,0,1.28,29,32,-3,-0.13,1.01,26.8,38.0,-11.2,-0.5,0.59
228,WUS-Women US A,2024,Red Stars,Maximiliane Rall,GER,DF,30,1993,8.9,1,5,2,40.0,0.56,0.23,0.2,0.5,9.9,0,0,0,0.5,0.5,0.11,0.5,0.5,WUS-Women US A,2024,GER,DF,30,1993,8.9,278,415,67.0,4590,2375,133,172,77.3,121,175,69.1,19,43,44.2,0,0.1,0.6,-0.1,4,23,3,1,33,WUS-Women US A,2024,GER,DF,30,1993,8.9,415,327,87,11,0,0,9,76,0,0,0,0,278,1,12,WUS-Women US A,2024,GER,DF,30,1993,8.9,13,1.46,11,1,0,1,0,0,1,0.11,1,0,0,0,0,0,WUS-Women US A,2024,GER,DF,30,1993,8.9,23,14,13,10,0,14,26,53.8,12,18,7,11,9,32,35,0,WUS-Women US A,2024,GER,DF,30,1993,8.9,535,37,220,245,76,22,535,11,4,36.4,7,63.6,222,1050,596,13,12,1,12,4,247,27,WUS-Women US A,2024,GER,DF,30,1993,8.9,0,0,0,6,4,0,9,9,14,0,0,1,39,15,14,51.7,WUS-Women US A,2024,GER,DF,30,1993,9,800,89,34.2,8.9,9,89,8,0,,5,1.44,13,12,1,0.11,0.58,11.3,13.0,-1.6,-0.18,0.6
229,WUS-Women US A,2024,Red Stars,Natalia Kuikka,FIN,DF,28,1995,22.9,0,7,2,28.6,0.31,0.09,0.0,0.0,30.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,WUS-Women US A,2024,FIN,DF,28,1995,22.9,832,1077,77.3,15995,6321,295,338,87.3,439,513,85.6,91,194,46.9,1,0.9,1.1,0.1,14,33,6,0,50,WUS-Women US A,2024,FIN,DF,28,1995,22.9,1077,938,136,36,1,13,16,99,0,0,0,0,832,3,14,WUS-Women US A,2024,FIN,DF,28,1995,22.9,31,1.35,24,0,3,2,2,0,4,0.17,4,0,0,0,0,0,WUS-Women US A,2024,FIN,DF,28,1995,22.9,49,32,34,15,0,20,38,52.6,18,57,28,29,21,70,149,0,WUS-Women US A,2024,FIN,DF,28,1995,22.9,1398,206,828,476,104,7,1398,17,9,52.9,7,41.2,650,3419,1991,13,10,0,14,9,714,16,WUS-Women US A,2024,FIN,DF,28,1995,22.9,1,0,0,2,17,0,16,21,32,0,0,0,115,17,11,60.7,WUS-Women US A,2024,FIN,DF,28,1995,25,2060,82,88.0,22.9,25,82,20,0,,0,1.23,28,34,-6,-0.26,0.06,25.4,36.5,-11.1,-0.48,0.79
230,WUS-Women US A,2024,Red Stars,Nádia Gomes,POR,"FW,MF",27,1996,2.6,0,5,1,20.0,1.92,0.38,0.0,0.0,12.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,33,53,62.3,456,93,18,25,72.0,12,19,63.2,1,3,33.3,0,0.1,0.1,-0.1,1,0,0,0,5,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,53,49,3,0,0,0,4,2,1,1,0,0,33,1,2,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,3,1.15,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,13,11,3,9,1,8,9,88.9,1,2,0,2,5,18,2,0,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,103,2,15,49,42,11,103,8,3,37.5,4,50.0,45,179,34,3,1,1,15,7,51,6,WUS-Women US A,2024,POR,"FW,MF",27,1996,2.6,0,0,0,2,4,0,4,5,11,0,0,0,5,4,8,33.3,WUS-Women US A,2024,POR,"FW,MF",27,1996,9,234,26,10.0,2.6,3,50,0,6,14,5,1.11,3,3,0,0.0,0.3,3.6,4.6,-1.1,-0.41,0.19
231,WUS-Women US A,2024,Red Stars,Penelope Hocking,USA,FW,24,1999,10.9,4,26,8,30.8,2.38,0.73,0.15,0.5,15.2,0,0,0,5.0,5.0,0.19,-1.0,-1.0,WUS-Women US A,2024,USA,FW,24,1999,10.9,100,172,58.1,1475,362,53,89,59.6,36,54,66.7,6,12,50.0,1,0.7,0.5,0.3,8,6,6,1,15,WUS-Women US A,2024,USA,FW,24,1999,10.9,172,161,8,0,0,0,7,1,0,0,0,0,100,3,4,WUS-Women US A,2024,USA,FW,24,1999,10.9,22,2.02,15,0,3,1,2,1,3,0.27,2,0,1,0,0,0,WUS-Women US A,2024,USA,FW,24,1999,10.9,21,12,4,9,8,9,20,45.0,11,11,1,10,6,27,4,0,WUS-Women US A,2024,USA,FW,24,1999,10.9,306,5,40,133,144,46,306,25,8,32.0,15,60.0,157,1222,602,23,12,16,34,9,180,47,WUS-Women US A,2024,USA,FW,24,1999,10.9,5,0,0,15,10,3,7,6,12,1,0,0,27,10,14,41.7,WUS-Women US A,2024,USA,FW,24,1999,13,982,76,42.0,10.9,12,79,3,1,32,0,1.23,16,17,-1,-0.09,0.31,14.3,19.8,-5.5,-0.5,0.13
