,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
192,WUS-Women US A,2024,Pride,Barbra Banda,ZAM,FW,23,2000,19.3,13,101,45,44.6,5.22,2.33,0.13,0.29,14.6,0,0,0,13.9,13.9,0.14,-0.9,-0.9,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,158,287,55.1,2769,673,66,122,54.1,73,113,64.6,15,22,68.2,6,4.7,2.7,1.3,35,14,11,3,23,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,287,281,6,0,1,1,31,1,0,0,0,0,158,0,16,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,89,4.6,42,0,23,14,9,1,18,0.93,7,0,4,3,4,0,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,12,10,3,2,7,6,9,66.7,3,15,1,14,3,15,3,0,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,589,5,24,162,423,204,589,101,48,47.5,50,49.5,424,4116,2287,112,47,92,77,50,438,143,WUS-Women US A,2024,ZAM,FW,23,2000,19.3,0,0,0,28,37,13,31,3,10,4,0,0,55,16,19,45.7,WUS-Women US A,2024,ZAM,FW,23,2000,22,1741,79,74.4,19.3,20,84,12,2,28,0,2.52,40,12,28,1.45,1.75,37.7,20.4,17.3,0.89,0.65
193,WUS-Women US A,2024,Pride,Brianna Martinez,USA,DF,23,2000,7.8,0,1,0,0.0,0.13,0.0,0.0,,25.3,0,0,0,0.0,0.0,0.03,0.0,0.0,WUS-Women US A,2024,USA,DF,23,2000,7.8,238,337,70.6,4530,2028,105,124,84.7,102,143,71.3,28,59,47.5,0,0.2,0.3,-0.2,4,25,5,0,30,WUS-Women US A,2024,USA,DF,23,2000,7.8,337,273,63,11,1,0,8,52,0,0,0,0,238,1,5,WUS-Women US A,2024,USA,DF,23,2000,7.8,16,2.06,10,4,1,0,1,0,2,0.26,0,1,0,0,1,0,WUS-Women US A,2024,USA,DF,23,2000,7.8,13,9,6,4,3,6,10,60.0,4,8,2,6,14,27,32,1,WUS-Women US A,2024,USA,DF,23,2000,7.8,431,30,188,163,87,3,431,9,4,44.4,5,55.6,208,1099,551,14,8,2,10,5,223,7,WUS-Women US A,2024,USA,DF,23,2000,7.8,3,1,1,13,8,0,8,14,9,0,0,0,37,4,12,25.0,WUS-Women US A,2024,USA,DF,23,2000,13,698,54,29.8,7.8,8,79,4,5,13,6,2.23,12,4,8,1.03,0.04,12.9,7.5,5.3,0.69,-0.06
194,WUS-Women US A,2024,Pride,Carrie Lawrence,USA,"DF,MF",26,1997,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,7.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,108,170,63.5,2108,1054,48,66,72.7,43,62,69.4,16,33,48.5,1,0.4,0.2,0.6,3,14,0,0,15,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,170,123,47,1,1,0,6,46,0,0,0,0,108,0,8,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,6,1.87,5,1,0,0,0,0,2,0.62,1,1,0,0,0,0,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,11,9,7,4,0,4,6,66.7,2,8,1,7,4,15,16,0,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,217,18,82,92,45,5,217,4,1,25.0,3,75.0,76,288,136,2,1,0,4,3,96,9,WUS-Women US A,2024,USA,"DF,MF",26,1997,3.2,3,1,1,4,4,0,6,4,9,0,0,0,13,2,3,40.0,WUS-Women US A,2024,USA,"DF,MF",26,1997,9,288,32,12.3,3.2,3,59,0,6,18,16,2.67,9,3,6,1.87,1.0,5.9,4.6,1.3,0.4,-0.37
195,WUS-Women US A,2024,Pride,Carson Pickett,USA,"DF,FW",30,1993,4.3,1,6,4,66.7,1.38,0.92,0.17,0.25,14.1,0,0,0,0.7,0.7,0.12,0.3,0.3,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,155,214,72.4,2897,1362,73,90,81.1,59,73,80.8,21,40,52.5,1,0.7,0.8,0.3,10,22,10,7,18,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,214,190,22,7,0,0,26,5,10,5,5,0,155,2,5,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,12,2.76,8,4,0,0,0,0,1,0.23,1,0,0,0,0,0,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,5,5,1,2,2,3,6,50.0,3,5,1,4,3,8,8,0,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,251,11,76,107,68,8,251,1,0,0.0,1,100.0,150,664,300,7,5,0,6,1,157,15,WUS-Women US A,2024,USA,"DF,FW",30,1993,4.3,2,0,0,6,1,0,26,3,5,0,0,0,21,2,2,50.0,WUS-Women US A,2024,USA,"DF,FW",30,1993,7,391,56,16.7,4.3,4,78,2,3,26,1,2.7,6,3,3,0.69,-0.37,8.2,4.8,3.4,0.77,0.05
196,WUS-Women US A,2024,Pride,Celia Jiménez,ESP,DF,28,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,ESP,DF,28,1995,0.8,29,48,60.4,435,154,13,19,68.4,15,24,62.5,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,WUS-Women US A,2024,ESP,DF,28,1995,0.8,48,41,7,1,0,0,2,6,0,0,0,0,29,0,4,WUS-Women US A,2024,ESP,DF,28,1995,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,ESP,DF,28,1995,0.8,4,3,2,1,1,2,2,100.0,0,1,0,1,1,5,3,0,WUS-Women US A,2024,ESP,DF,28,1995,0.8,56,5,25,23,8,0,56,0,0,,0,,23,64,6,0,1,0,2,0,30,3,WUS-Women US A,2024,ESP,DF,28,1995,0.8,0,0,0,2,0,0,2,1,3,0,0,0,6,0,0,,WUS-Women US A,2024,ESP,DF,28,1995,3,74,25,3.2,0.8,1,65,0,2,5,15,2.0,1,1,0,0.0,-1.03,1.1,2.2,-1.1,-1.3,-2.09
197,WUS-Women US A,2024,Pride,Cori Dyke,USA,"DF,MF",23,2000,12.2,0,3,0,0.0,0.25,0.0,0.0,,25.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,506,632,80.1,8251,3435,238,268,88.8,228,272,83.8,29,60,48.3,1,0.4,0.4,0.6,7,45,8,2,43,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,632,518,113,17,0,0,12,95,1,0,1,0,506,1,11,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,17,1.39,14,3,0,0,0,0,1,0.08,1,0,0,0,0,0,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,31,21,15,15,1,11,15,73.3,4,16,3,13,10,41,24,0,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,739,42,273,328,142,8,739,7,2,28.6,5,71.4,342,1524,733,15,11,0,11,8,399,16,WUS-Women US A,2024,USA,"DF,MF",23,2000,12.2,0,0,0,1,3,0,12,10,21,0,0,0,50,6,11,35.3,WUS-Women US A,2024,USA,"DF,MF",23,2000,21,1100,52,47.0,12.2,11,80,7,10,22,1,2.5,17,10,7,0.57,-0.81,20.0,13.4,6.6,0.54,-0.36
198,WUS-Women US A,2024,Pride,Emily Madril,USA,DF,24,1999,24.3,1,2,2,100.0,0.08,0.08,0.5,0.5,22.0,0,0,0,0.1,0.1,0.04,0.9,0.9,WUS-Women US A,2024,USA,DF,24,1999,24.3,1201,1368,87.8,23178,8389,391,435,89.9,688,738,93.2,115,167,68.9,2,0.5,0.4,1.5,7,78,2,0,68,WUS-Women US A,2024,USA,DF,24,1999,24.3,1368,1266,101,51,0,3,2,48,0,0,0,0,1201,1,19,WUS-Women US A,2024,USA,DF,24,1999,24.3,22,0.91,21,1,0,0,0,0,2,0.08,2,0,0,0,0,0,WUS-Women US A,2024,USA,DF,24,1999,24.3,55,27,39,10,6,25,44,56.8,19,27,17,10,28,83,80,2,WUS-Women US A,2024,USA,DF,24,1999,24.3,1587,136,833,684,85,2,1587,11,6,54.5,5,45.5,899,3835,2128,13,11,2,24,5,983,11,WUS-Women US A,2024,USA,DF,24,1999,24.3,2,0,0,21,18,0,2,28,27,0,0,1,166,13,11,54.2,WUS-Women US A,2024,USA,DF,24,1999,25,2186,87,93.4,24.3,24,90,24,1,26,0,2.43,45,17,28,1.15,2.32,46.5,25.5,21.0,0.86,2.08
199,WUS-Women US A,2024,Pride,Evelina Duljan,SWE,"FW,MF",20,2003,2.0,0,1,0,0.0,0.5,0.0,0.0,,10.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,61,84,72.6,859,215,40,49,81.6,18,22,81.8,2,4,50.0,0,0.2,0.1,-0.2,2,9,0,0,6,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,84,84,0,0,0,0,2,0,0,0,0,0,61,0,4,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,6,3.02,3,0,1,1,1,0,1,0.5,1,0,0,0,0,0,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,12,9,4,4,4,5,14,35.7,9,2,0,2,2,14,0,0,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,115,0,21,49,46,3,115,11,6,54.5,5,45.5,84,638,264,10,6,3,6,14,88,20,WUS-Women US A,2024,SWE,"FW,MF",20,2003,2.0,0,0,0,8,6,0,2,2,9,0,0,0,17,1,3,25.0,WUS-Women US A,2024,SWE,"FW,MF",20,2003,8,179,22,7.6,2.0,1,64,0,7,16,9,2.0,2,2,0,0.0,-1.08,2.7,2.9,-0.2,-0.08,-0.87
200,WUS-Women US A,2024,Pride,Haley Hanson,USA,MF,27,1996,18.9,0,18,2,11.1,0.95,0.11,0.0,0.0,16.3,0,0,0,1.7,1.7,0.1,-1.7,-1.7,WUS-Women US A,2024,USA,MF,27,1996,18.9,566,712,79.5,8592,2249,311,354,87.9,219,263,83.3,22,58,37.9,0,0.7,1.4,-0.7,13,41,6,3,45,WUS-Women US A,2024,USA,MF,27,1996,18.9,712,663,46,3,2,1,17,41,0,0,0,0,566,3,14,WUS-Women US A,2024,USA,MF,27,1996,18.9,27,1.43,21,2,0,2,0,2,4,0.21,3,0,0,1,0,0,WUS-Women US A,2024,USA,MF,27,1996,18.9,46,31,12,20,14,20,34,58.8,14,27,7,20,23,69,35,0,WUS-Women US A,2024,USA,MF,27,1996,18.9,915,42,268,444,217,29,915,25,12,48.0,13,52.0,406,1836,778,19,16,4,26,17,488,40,WUS-Women US A,2024,USA,MF,27,1996,18.9,2,0,0,16,8,0,17,23,31,0,0,0,111,22,22,50.0,WUS-Women US A,2024,USA,MF,27,1996,22,1698,77,72.6,18.9,18,87,14,4,35,2,2.4,31,12,19,1.01,0.03,33.6,20.0,13.6,0.72,-0.01
201,WUS-Women US A,2024,Pride,Julie Doyle,USA,"MF,FW",25,1998,15.2,2,32,13,40.6,2.11,0.86,0.06,0.15,14.2,0,0,0,4.2,4.2,0.13,-2.2,-2.2,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,313,440,71.1,4660,1653,182,225,80.9,108,153,70.6,16,28,57.1,1,3.1,3.6,-2.1,26,32,17,3,63,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,440,427,9,1,4,0,36,6,0,0,0,0,313,4,12,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,56,3.69,50,0,2,2,1,1,1,0.07,1,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,31,20,12,17,2,16,26,61.5,10,25,3,22,4,35,8,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,621,9,89,254,281,68,621,23,11,47.8,10,43.5,387,2187,1078,41,22,23,37,19,444,107,WUS-Women US A,2024,USA,"MF,FW",25,1998,15.2,2,0,0,14,25,2,36,4,20,0,0,0,50,12,12,50.0,WUS-Women US A,2024,USA,"MF,FW",25,1998,24,1365,57,58.3,15.2,19,64,1,5,30,1,2.41,25,15,10,0.66,-0.82,28.6,16.2,12.4,0.82,0.21
202,WUS-Women US A,2024,Pride,Kerry Abello,USA,DF,24,1999,23.4,1,11,5,45.5,0.47,0.21,0.09,0.2,20.2,0,0,0,0.6,0.6,0.06,0.4,0.4,WUS-Women US A,2024,USA,DF,24,1999,23.4,1035,1307,79.2,17003,6925,515,585,88.0,459,562,81.7,55,105,52.4,2,1.2,1.2,0.8,16,91,11,3,93,WUS-Women US A,2024,USA,DF,24,1999,23.4,1307,1050,252,23,0,2,42,228,1,1,0,0,1035,5,38,WUS-Women US A,2024,USA,DF,24,1999,23.4,50,2.14,44,2,1,2,0,1,4,0.17,3,0,0,1,0,0,WUS-Women US A,2024,USA,DF,24,1999,23.4,62,35,37,17,8,37,59,62.7,22,27,7,20,25,87,59,0,WUS-Women US A,2024,USA,DF,24,1999,23.4,1563,83,567,689,323,33,1563,48,23,47.9,24,50.0,802,4063,2260,56,26,15,43,39,903,62,WUS-Women US A,2024,USA,DF,24,1999,23.4,2,0,0,19,15,1,42,25,35,0,0,0,117,14,8,63.6,WUS-Women US A,2024,USA,DF,24,1999,26,2108,81,90.1,23.4,25,83,17,1,27,0,2.38,40,19,21,0.9,-1.04,40.5,26.0,14.4,0.62,-1.11
203,WUS-Women US A,2024,Pride,Kylie Strom,USA,DF,31,1992,24.0,0,6,2,33.3,0.25,0.08,0.0,0.0,9.3,0,0,0,0.8,0.8,0.14,-0.8,-0.8,WUS-Women US A,2024,USA,DF,31,1992,24.0,1315,1529,86.0,23633,10076,483,533,90.6,745,816,91.3,76,149,51.0,1,1.5,0.9,-0.5,10,69,2,0,80,WUS-Women US A,2024,USA,DF,31,1992,24.0,1529,1445,81,54,0,2,2,23,0,0,0,0,1315,3,15,WUS-Women US A,2024,USA,DF,31,1992,24.0,25,1.04,19,0,2,2,1,1,2,0.08,2,0,0,0,0,0,WUS-Women US A,2024,USA,DF,31,1992,24.0,34,22,17,17,0,18,28,64.3,10,24,11,13,39,73,74,0,WUS-Women US A,2024,USA,DF,31,1992,24.0,1726,203,931,763,45,18,1726,13,8,61.5,4,30.8,1067,4450,2795,19,5,0,9,8,1214,6,WUS-Women US A,2024,USA,DF,31,1992,24.0,4,1,1,17,22,1,2,39,22,0,0,0,127,32,26,55.2,WUS-Women US A,2024,USA,DF,31,1992,25,2158,86,92.2,24.0,24,89,23,1,27,0,2.43,44,19,25,1.04,0.55,45.3,26.0,19.3,0.8,0.99
204,WUS-Women US A,2024,Pride,Luana,BRA,"MF,DF",30,1993,2.1,0,1,0,0.0,0.48,0.0,0.0,,28.4,0,0,0,0.0,0.0,0.02,0.0,0.0,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,61,77,79.2,1008,422,31,36,86.1,24,29,82.8,5,8,62.5,0,0.1,0.1,-0.1,2,9,1,1,5,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,77,74,3,1,0,0,1,2,0,0,0,0,61,0,2,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,4,1.89,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,4,2,0,3,1,3,4,75.0,1,3,0,3,3,7,5,0,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,100,5,26,50,25,1,100,2,1,50.0,1,50.0,58,208,79,1,1,0,4,0,66,2,WUS-Women US A,2024,BRA,"MF,DF",30,1993,2.1,2,0,0,5,6,0,1,3,2,0,0,0,7,0,3,0.0,WUS-Women US A,2024,BRA,"MF,DF",30,1993,3,189,63,8.1,2.1,2,72,0,1,45,0,1.0,3,4,-1,-0.48,-1.61,1.1,2.3,-1.2,-0.55,-1.39
205,WUS-Women US A,2024,Pride,Mariana Larroquette,ARG,"FW,MF",31,1992,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,7,18,38.9,83,22,6,10,60.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,18,18,0,0,0,0,1,0,0,0,0,0,7,0,2,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,2,3.46,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,6,2,3,2,1,1,2,50.0,1,0,0,0,0,6,0,0,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,28,0,3,20,7,0,28,1,1,100.0,0,0.0,14,76,24,1,1,1,4,3,19,4,WUS-Women US A,2024,ARG,"FW,MF",31,1992,0.6,0,0,0,1,3,1,1,0,2,0,0,0,4,2,0,100.0,WUS-Women US A,2024,ARG,"FW,MF",31,1992,4,52,13,2.2,0.6,0,,0,4,13,11,2.0,1,0,1,1.73,0.75,0.2,0.3,-0.1,-0.16,-0.91
206,WUS-Women US A,2024,Pride,Marta,BRA,"FW,MF",37,1986,19.3,9,61,20,32.8,3.17,1.04,0.11,0.35,21.5,5,2,2,5.5,4.0,0.07,3.5,3.0,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,668,889,75.1,12577,3374,294,342,86.0,263,323,81.4,96,173,55.5,1,4.2,3.5,-3.2,46,74,23,5,103,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,889,760,121,27,0,14,86,18,55,27,24,0,668,8,22,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,98,5.09,68,8,12,4,5,1,7,0.36,6,0,1,0,0,0,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,23,17,6,10,7,9,30,30.0,21,17,1,16,12,35,8,0,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,1130,12,154,513,480,70,1128,61,33,54.1,28,45.9,693,3692,1472,43,26,18,41,50,769,90,WUS-Women US A,2024,BRA,"FW,MF",37,1986,19.3,4,0,0,15,46,3,86,12,17,0,0,0,108,9,11,45.0,WUS-Women US A,2024,BRA,"FW,MF",37,1986,23,1734,75,74.1,19.3,19,84,11,4,34,0,2.31,34,14,20,1.04,0.15,35.2,21.6,13.5,0.7,-0.1
207,WUS-Women US A,2024,Pride,Morgan Gautrat,USA,MF,30,1993,9.4,0,6,2,33.3,0.64,0.21,0.0,0.0,19.6,0,0,0,0.8,0.8,0.14,-0.8,-0.8,WUS-Women US A,2024,USA,MF,30,1993,9.4,438,502,87.3,6879,2576,234,250,93.6,168,188,89.4,23,39,59.0,0,0.4,1.0,-0.4,6,58,5,2,47,WUS-Women US A,2024,USA,MF,30,1993,9.4,502,481,19,15,0,1,7,0,4,0,2,0,438,2,7,WUS-Women US A,2024,USA,MF,30,1993,9.4,20,2.12,19,0,0,0,0,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,MF,30,1993,9.4,26,14,10,12,4,12,18,66.7,6,10,1,9,16,42,10,0,WUS-Women US A,2024,USA,MF,30,1993,9.4,613,17,160,364,90,9,613,11,2,18.2,8,72.7,373,1335,471,4,8,2,13,8,430,12,WUS-Women US A,2024,USA,MF,30,1993,9.4,3,0,0,10,6,0,7,16,14,0,0,0,49,4,14,22.2,WUS-Women US A,2024,USA,MF,30,1993,17,850,50,36.3,9.4,11,68,1,6,18,2,2.32,10,9,1,0.11,-1.4,14.7,9.8,4.9,0.52,-0.33
208,WUS-Women US A,2024,Pride,Rafaelle,BRA,DF,32,1991,6.9,0,6,1,16.7,0.87,0.14,0.0,0.0,8.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6,WUS-Women US A,2024,BRA,DF,32,1991,6.9,278,324,85.8,5525,1796,73,86,84.9,169,180,93.9,33,52,63.5,0,0.1,0.1,-0.1,2,10,0,0,9,WUS-Women US A,2024,BRA,DF,32,1991,6.9,324,308,16,15,0,0,0,1,0,0,0,0,278,0,2,WUS-Women US A,2024,BRA,DF,32,1991,6.9,13,1.88,6,1,0,5,0,1,1,0.14,0,0,0,1,0,0,WUS-Women US A,2024,BRA,DF,32,1991,6.9,8,1,5,3,0,3,4,75.0,1,8,6,2,9,17,29,1,WUS-Women US A,2024,BRA,DF,32,1991,6.9,394,67,226,157,15,9,394,5,4,80.0,1,20.0,211,877,345,2,2,1,8,1,238,0,WUS-Women US A,2024,BRA,DF,32,1991,6.9,1,0,0,4,1,0,0,9,1,0,0,0,38,14,9,60.9,WUS-Women US A,2024,BRA,DF,32,1991,9,621,69,26.5,6.9,6,90,6,3,27,0,3.0,16,6,10,1.45,0.61,13.1,9.6,3.4,0.5,-0.31
209,WUS-Women US A,2024,Pride,Summer Yates,USA,"MF,FW",23,2000,14.7,5,25,9,36.0,1.7,0.61,0.16,0.44,15.7,0,1,1,5.1,4.3,0.17,-0.1,-0.3,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,286,413,69.2,5140,1747,142,176,80.7,96,134,71.6,42,84,50.0,2,3.4,2.1,-1.4,32,35,9,4,42,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,413,358,54,12,6,0,60,2,39,16,19,3,286,1,10,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,59,4.0,31,13,8,4,2,1,4,0.27,3,1,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,35,15,14,16,5,13,31,41.9,18,17,2,15,8,43,6,0,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,612,9,83,286,253,48,611,62,28,45.2,33,53.2,360,1975,905,23,14,7,48,19,399,49,WUS-Women US A,2024,USA,"MF,FW",23,2000,14.7,0,0,0,17,37,0,60,8,15,0,0,0,53,9,10,47.4,WUS-Women US A,2024,USA,"MF,FW",23,2000,25,1327,53,56.7,14.7,17,64,0,8,30,0,2.36,31,8,23,1.56,1.29,29.8,14.5,15.3,1.04,0.71
210,WUS-Women US A,2024,Pride,Viviana Villacorta,USA,"MF,DF",24,1999,0.8,0,1,0,0.0,1.27,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,29,32,90.6,449,93,15,17,88.2,14,14,100.0,0,0,,0,0.0,0.0,0.0,1,5,0,0,2,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,32,32,0,0,0,0,0,0,0,0,0,0,29,0,0,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,2,2.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,43,0,9,28,6,1,43,2,0,0.0,2,100.0,26,72,25,0,0,0,3,2,27,1,WUS-Women US A,2024,USA,"MF,DF",24,1999,0.8,0,0,0,3,0,0,0,1,2,0,0,0,10,0,3,0.0,WUS-Women US A,2024,USA,"MF,DF",24,1999,3,71,24,3.0,0.8,1,45,0,2,13,2,2.25,3,1,2,2.54,1.58,2.1,1.3,0.7,0.91,0.19
211,WUS-Women US A,2024,Red Stars,Ally Cook,,FW,,,2.4,0,3,1,33.3,1.24,0.41,0.0,0.0,10.1,0,0,0,0.3,0.3,0.11,-0.3,-0.3,WUS-Women US A,2024,,FW,,,2.4,41,68,60.3,531,94,25,35,71.4,11,19,57.9,1,2,50.0,1,0.6,0.1,0.4,4,1,2,0,6,WUS-Women US A,2024,,FW,,,2.4,68,64,4,0,0,0,2,0,0,0,0,0,41,0,3,WUS-Women US A,2024,,FW,,,2.4,5,2.07,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,FW,,,2.4,8,4,4,1,3,1,2,50.0,1,4,0,4,2,10,2,0,WUS-Women US A,2024,,FW,,,2.4,115,2,13,52,51,8,115,6,1,16.7,5,83.3,53,198,41,2,2,1,11,7,74,23,WUS-Women US A,2024,,FW,,,2.4,0,0,0,3,3,2,2,2,4,0,0,0,7,11,13,45.8,WUS-Women US A,2024,,FW,,,14,217,16,9.3,2.4,1,45,0,13,13,7,1.27,1,5,-4,-1.66,-1.53,2.0,4.3,-2.3,-0.96,-0.42
